Frasi;Contesto
meglio essere il numero uno in una cosa o bravi in tante cose diverse tu cosa scegli;AL
qual è il segreto per mantenere vivo un rapporto di coppia a lungo termine secondo te;AL
cosa consigli a un amicoa che deve affrontare un colloquio di lavoro importante;AL
se potessi vivere in un'altra epoca storica quale sceglieresti;AL
città o campagna dove ti piacerebbe vivere e perché;AL
qual è la cosa che ti rende davvero felice nella vita quotidiana;AL
come ti immagini tra 10 anni dove ti vedi e cosa fai nella vita futura ideale;AL
quali sono i tuoi 3 film preferiti di sempre e perché proprio quelli;AL
dimmi 3 cose di cui non potresti assolutamente fare a meno nella vita;AL
qual è la lezione più importante che i tuoi genitori ti hanno insegnato;AL
qual è il tuo più grande sogno ad occhi aperti;AL
cosa ne pensi davvero dei reality show e talent in tv;AL
preferisci pianificare tutto o lasciarti sorprendere dagli eventi;AL
da che cosa trai ispirazione e motivazione nei momenti difficili;AL
chi è la persona che ti ha dato i consigli migliori finora;AL
come ti tieni in forma ed energico nella routine quotidiana;AL
qual è il tuo modo preferito per ricaricarti e recuperare le energie;AL
che cosa ti rende veramente felice e grato ogni giorno;AL
qual è il miglior consiglio che daresti a un amico giù di morale;AL
cosa ne pensi davvero dei bot e dell'intelligenza artificiale;AL
cane;AL
gatto;AL
elefante;AL
leone;AL
tigre;AL
orso;AL
zebra;AL
giraffa;AL
ippopotamo;AL
rinoceronte;AL
lupo;AL
volpe;AL
scoiattolo;AL
coniglio;AL
criceto;AL
delfino;AL
balena;AL
squalo;AL
pinguino;AL
lama;AL
alpaca;AL
capra;AL
pecora;AL
maiale;AL
mucca;AL
cavallo;AL
asino;AL
gallina;AL
gallo;AL
tacchino;AL
anatra;AL
oca;AL
pavone;AL
fenicottero;AL
pellicano;AL
corvo;AL
aquila;AL
gufo;AL
gabbiano;AL
picchio;AL
cigno;AL
orango;AL
scimpanzé;AL
bonobo;AL
gorilla;AL
gibbone;AL
babuino;AL
mandrillo;AL
lemure;AL
koala;AL
canguro;AL
wallaby;AL
wombat;AL
diavolo della tasmania;AL
ornitorinco;AL
coccodrillo;AL
alligatore;AL
iguana;AL
camaleonte;AL
serpente;AL
tartaruga;AL
tartaruga marina;AL
rana;AL
salamandra;AL
tritone;AL
pipistrello;AL
rondine;AL
gufetto;AL
formica;AL
ape;AL
vespa;AL
ragno;AL
scarafaggio;AL
coleottero;AL
farfalla;AL
libellula;AL
cavalletta;AL
grillo;AL
cicada;AL
calamaro;AL
polpo;AL
medusa;AL
astice;AL
gambero;AL
krill;AL
storione;AL
salmone;AL
tonno;AL
sardina;AL
anguilla;AL
persico;AL
murena;AL
rondine di mare;AL
cavallo marino;AL
scorpione;AL
tarantola;AL
granchio;AL
scarabeo;AL
falco;AL
albatros;AL
gazza;AL
usignolo;AL
cardinale;AL
sparrow;AL
pappagallo;AL
canarino;AL
colibrì;AL
corallo;AL
starfish;AL
leopardo delle nevi;AL
lince;AL
ghepardo;AL
lontra;AL
furetto;AL
mangusta;AL
tasso;AL
armadillo;AL
aardvark;AL
dingo;AL
quokka;AL
foca;AL
stai ciao come;AL
torta preparo fragole come di una;AL
ne cosa pensi farfalle delle;AL
qual il colore tuo è preferito;AL
hai ultime dove trascorso vacanze le;AL
mai hai yoga provato lo;AL
cosa di a colazione mangi solito;AL
animale un hai domestico;AL
è la canzone preferita tua qual;AL
del pensi della cosa futuro tecnologia;AL
preferito film qual il tuo è;AL
mai all'estero viaggiato hai;AL
libero nel tuo tempo cosa fai;AL
caffè tè o il preferisci il;AL
piatto preferito il qual tuo è;AL
ne cambiamento del pensi cosa climatico;AL
preferito qual è tuo hobby il;AL
celebrità hai mai incontrato una;AL
trascorri come le serate;AL
cosa prossimo fare weekend vorresti nel;AL
è preferita tua la stagione qual;AL
mai campeggio hai fatto;AL
ne cosa degli unicorni pensi;AL
preferito il tuo libro qual è;AL
ti piove piace fare quando cosa;AL
vista nell'amore credi a prima;AL
sport preferito qual tuo il è;AL
a un partecipato concerto hai mai;AL
piccante pensi cucina ne della cosa;AL
tua è destinazione la da sogno qual;AL
prossimo imparare anno cosa nel vorresti;AL
mare la montagna preferisci o il;AL
è il qual animale tuo preferito;AL
per cosa rilassarti fai;AL
preferito tuo tavolo è il qual da gioco;AL
pensi cosa delle ne piante succulente;AL
hai a dipingere provato mai;AL
preferita la qual è tua bevanda;AL
fare di morire prima vorresti cosa;AL
tv ne serie cosa pensi delle moderne;AL
il è qual preferito posto in tuo casa;AL
paracadutismo fatto mai hai;AL
le piace cosa ti vacanze durante fare;AL
a qual è materia preferita scuola tua la;AL
viaggi nello ne dei pensi cosa spazio;AL
d'azione film commoventi o preferisci quelli i;AL
il storico tuo qual preferito è periodo;AL
quando ti cosa fai senti triste;AL
premonitori credi sogni nei;AL
tuo musicale qual è strumento preferito il;AL
cosa artificiale dell'intelligenza pensi;AL
dessert tuo preferito è qual il;AL
fare cosa estive nelle piace giornate ti;AL
caldo preferisci o freddo il il;AL
dei cosa pensi media ne social;AL
nascosto tuo qual talento è il;AL
quando fai cosa annoi ti;AL
provato mai ballare tango il a hai;AL
paese tuo preferito è qual il;AL
ne mode pensi attuali delle cosa;AL
fatto immersioni subacquee mai hai;AL
tuo preferito qual il festival è;AL
se cosa avessi fare vorresti un libero giorno;AL
il splende sole;AL
al un mangio cioccolato gelato;AL
libro leggo un interessante;AL
dolcemente la pioggia cade;AL
castelli costruisco sabbia di;AL
alberi foglie cadono dagli le;AL
mi tuoi occhi perdo nei;AL
corro vento come il veloce;AL
assaporo sapore il della pizza;AL
canto doccia la sotto;AL
il giorno saluto nuovo;AL
balliamo la sotto luna;AL
scoppietta nel fuoco camino il;AL
aperti ad sogno occhi;AL
coloro meraviglioso quadro un;AL
la è risata contagiosa;AL
stelle tra mi perdo le;AL
senza parole senso scrivo;AL
in primavera i fiori sbocciano;AL
nell'oceano di nuoto emozioni;AL
montagne maestose le sono;AL
pagine del destino le sfoglio;AL
cammino infinita sulla strada;AL
musica riempie la l'aria;AL
cuore i scaldano il ricordi;AL
segreti le sussurrano mare del onde;AL
immaginari mondi esploro;AL
abbraccio avvolge un l'anima;AL
storie fine senza racconto;AL
le col danzano vento foglie;AL
dolce gusto il della vittoria;AL
le cadenti osservo stelle;AL
notte il silenzio della ascolto;AL
foresta corro nella incantata;AL
vento i si perdono nel pensieri;AL
vivaci dipingo colori il con cielo;AL
la stanza riempiono risate le;AL
tracce le destino del seguo;AL
nuvole costruisco castelli di;AL
sono i come sentimenti onde;AL
lettere scrivo inviate mai;AL
osservo dall'alto il mondo;AL
parole creano ponti le;AL
bacio vento assaporo il del;AL
del pelle la passato sfioro;AL
melodia balliamo sulla del tempo;AL
speranza con il coloro vuoto;AL
illumina bambino sorriso un di il;AL
mi giungla nella perdo pensieri dei;AL
felicità istanti raccolgo di;AL
le voci ascolto silenzio del;AL
costruisco castelli nell'anima sabbia di;AL
sogni volano liberi i;AL
su emozioni tela dipingo;AL
le caso seguo del traiettorie;AL
cuore tamburi il batte come;AL
parole sulle labbra le danzano;AL
pieghe viaggio del le cuore tra;AL
sono lontane i stelle ricordi;AL
cambiamento accarezzo il vento del;AL
con mondo occhi osservo nuovi il;AL
sentimenti nel mi dei mare immergo;AL
l'incertezza abbraccio con fiducia;AL
di lacrime le sono verità perle;AL
anime ponti tra costruisco;AL
segreti i chiavi sono invisibili;AL
pennellate vita di la amore con coloro;AL
fiume dei nel navigo pensieri;AL
della dolce nostalgia assaporo il;AL
sono i rubati istanti al momenti tempo;AL
istantanee bellezza catturo di;AL
come campane risate le risuonano;AL
della pelle realtà scrivo poesie sulla;AL
dell'anima il labirinto esploro;AL
passi tracce di i speranza lasciano;AL
luce nella dell'alba balliamo;AL
costruisco del nelle nuvole sogno castelli;AL
il occhi osservo di con mondo bambino;AL
sentimenti di i note musica sono;AL
sapore il del presente assaporo momento;AL
emozioni vita tela dipingo della sulla;AL
navigo delle possibilità mare nel;AL
fili parole intrecciano le d'oro come si;AL
dentro esploro nascosti mondi di me;AL
catturo in gioia di fotogrammi attimi;AL
onde pensieri i susseguono come le si;AL
corro foresta nella dei desideri;AL
finestre sono i dell'anima sorrisi;AL
di speranza castelli costruisco;AL
il osservo mondo la attraverso finestra;AL
le cuore voci ascolto del;AL
sabbia sulla scrivo storie tempo del;AL
balliamo pioggia dell'emozione sotto la;AL
dipinti sono nel ricordi passato i;AL
il sale gusto dell'avventura;AL
nuvole pensieri sono i passeggiere;AL
esploro dei l'universo desideri;AL
e realtà costruisco tra sogno ponti;AL
vita di istantanee raccolgo;AL
il con occhi curiosi mondo osservo;AL
l'attimo gratitudine abbraccio con;AL
perdo mi mente della nelle strade;AL
l'animo dipingono colori i;AL
gusto della il libertà assaporo;AL
sentieri mai esploro percorsi;AL
castelli sogni di costruisco;AL
segreti nel stelle sono i cielo;AL
occhi mondo con osservo il compassionevoli;AL
abbraccio le coraggio sfide con;AL
immergo fiumi dell'immaginazione nei mi;AL
felicità scrivo note di;AL
nel avanti i cammino portano passi;AL
di fiducia costruisco ponti;AL
luce del nella tramonto balliamo;AL
dette sentimenti i sono non parole;AL
il dell'avventura sapore assaporo;AL
memoria tela emozioni dipingo della sulla;AL
l'universo possibilità delle esploro;AL
parole ali sono dell'anima le;AL
mondo la il attraverso finestra osservo dell'essenza;AL
perdo nei labirinti mi dell'emozione;AL
istanti di serenità raccolgo;AL
di speranze costruisco castelli;AL
vento pensieri al i come foglie danzano;AL
sole il bacio gusto del;AL
dei ricordi nell'oceano navigo;AL
del presente assaporo il sapore;AL
le illuminano sorrisi giornate i;AL
costruisco di ponti comprensione;AL
osservo occhi il riflessivi con mondo;AL
il della esploro sentiero crescita;AL
raccontano profonde le canzoni storie;AL
opportunità con entusiasmo abbraccio le;AL
scrivo nell'aria poesie;AL
della passione ritmo al balliamo;AL
dipingono colori i paesaggi dell'autunno;AL
il condivisione dolce assaporo della;AL
del esploro inesplorate cuore strade;AL
costruisco di castelli desideri;AL
si segreti pieghe tempo nascondono le tra i del;AL
il osservo occhi ispirati mondo con;AL
della fantasia perdo nelle mi pagine;AL
catturo preziosi momenti di istantanee;AL
avanti portano nell'avventura i passi;AL
di ponti costruisco empatia;AL
della silenzio balliamo notte nel;AL
sono sentimenti i onde nell'oceano come;AL
il gusto sorpresa sapore della;AL
vita sullo della dipingo sfondo emozioni;AL
pensieri labirinto dei esploro il;AL
chiavi le comunicazione della sono parole;AL
saggezza con mondo di osservo il occhi;AL
le abbraccio sfide determinazione con;AL
colori immergo nei mi dell'immaginazione;AL
note scrivo di gratitudine;AL
gioia della cerchio nel balliamo;AL
ricordi sono tesori i custoditi;AL
castelli di costruisco fiducia;AL
desideri navigo dei nel mare;AL
assaporo dell'amore dolce il;AL
occhi mondo di con il meraviglia osservo;AL
dei sogni l'universo esploro;AL
foglie fluttuano i come d'autunno pensieri;AL
del storie destino nelle scrivo pieghe;AL
ponti connessione costruisco di;AL
colori dipingono sorrisi primavera della i;AL
assaporo vittoria della il sapore;AL
dipingo emozioni tela dell'esistenza sulla;AL
della esploro scoperta il sentiero;AL
mondo con il di comprensione occhi osservo;AL
aperto avventure abbraccio animo con le;AL
mente perdo trame della nelle mi;AL
bellezza istanti catturo di nell'obiettivo;AL
passi l'ignoto guidano verso ci i;AL
costruisco di amicizia ponti;AL
condivisione balliamo della nel cerchio;AL
un'armonia i interiore sentimenti note sono di;AL
pazienza della gusto il assaporo;AL
di il speranza occhi osservo con mondo;AL
delle esploro l'universo emozioni;AL
poesie nel scrivo memoria della libro;AL
costruisco ispirazione di castelli;AL
dell'inaspettato il gusto sapore;AL
felici mare navigo dei ricordi nel;AL
i sono nella mente pensieri farfalle;AL
mi tra perdo le dei libri pagine;AL
della vita sulla balliamo melodia;AL
le opportunità abbraccio sfide come;AL
con contemplazione mondo di il osservo occhi;AL
il ponti domani verso costruisco;AL
il della assaporo dolce serenità;AL
i sono dell'anima riflessi sorrisi;AL
oggi ciao stai come;AL
di capelli taglio tuo piace mi il nuovo;AL
la calcio hai sera di partita ieri visto;AL
fa dove che tempo oggi vivi;AL
consiglio film da hai su buon guardare un qualche;AL
buono a mangiato pranzo cosa era hai;AL
hai già prossimo per piani weekend il;AL
andata finora com'è la tua giornata;AL
è qual il piatto preferito dimmi po' tuo un;AL
che ti piace ascoltare ti rilassi musica quando;AL
libri qual preferito o film il tuo di genere è;AL
andare ti dove piacerebbe vacanza in quest'anno;AL
è di pensi cosa serie ne uscita che questa nuova tv;AL
d'arte mostra interessante qualche hai ultimamente visto;AL
che programmi sera hai questa il dopo lavoroscuola per;AL
per solito tempo di cosa fai libero divertirti nel;AL
fatto stato hai qual viaggio che è finora il più bello;AL
ti c'è piacerebbe hobby che qualche iniziare;AL
sei un mattiniero po' nottambulo o dimmi;AL
leggere cartacei libri ebook o perché preferisci;AL
tè preferisci cosa caffè solito mattino al o di;AL
più camminare ti attività fare di quale piace fisica o jogging;AL
montagna vacanze dove le passare mare o preferiresti;AL
più qual che e l'invenzione moderna di apprezzi perché è;AL
preferisci cane po' quale domestico dimmi un o gatto animale;AL
piace film di più o romantico che ti genere cinematografico horror;AL
preferito cibo giapponese pizza tuo e il qual italiano o è sushi;AL
quale piace auto o ti viaggiare mezzo moto con;AL
qual storico tuo è personaggio perché il e famoso preferito o;AL
sei pasto a po' o il per dimmi un fine il dolce salato;AL
colore il perché tuo preferito qual e è;AL
